id;CLM_FREQ; CLM_AMT_1 ; CLM_AMT_2 ; CLM_AMT_3 ; CLM_AMT_4 ; CLM_AMT_5 ; CLM_AMT_6 ;CAR_USE;CAR_TYPE;AGE;GENDER;AREA;PREMIUM
796;2; 713 ; 684 ; -   ; -   ; -   ; -   ;Commercial;Pickup;30;M;Urban; 1 165 
797;3; 609 ; 748 ; 640 ; -   ; -   ; -   ;Private;Sedan;53;M;Urban; 1 018 
798;1; 752 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;33;F;Urban; 1 214 
799;2; 764 ; 715 ; -   ; -   ; -   ; -   ;Private;SUV;42;F;Rural; 1 102 
800;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;53;M;Urban; 1 077 
801;3; 685 ; 699 ; 637 ; -   ; -   ; -   ;Commercial;Sedan;43;F;Urban; 1 444 
802;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;36;M;Urban; 1 080 
803;1; 668 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;38;F;Rural; 1 357 
804;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;41;F;Rural; 1 259 
805;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;38;M;Rural; 1 023 
806;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;36;F;Urban; 1 274 
807;3; 625 ; 706 ; 685 ; -   ; -   ; -   ;Private;SUV;28;F;Urban; 1 473 
808;3; 705 ; 718 ; 715 ; -   ; -   ; -   ;Private;SUV;35;F;Rural; 1 274 
809;3; 796 ; 619 ; 717 ; -   ; -   ; -   ;Commercial;Pickup;51;M;Rural; 1 482 
810;4; 711 ; 637 ; 606 ; 639 ; -   ; -   ;Commercial;Panel Truck;56;M;Rural; 1 075 
811;2; 793 ; 724 ; -   ; -   ; -   ; -   ;Commercial;Pickup;47;F;Urban; 1 001 
812;1; 638 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;F;Urban; 1 049 
813;2; 742 ; 557 ; -   ; -   ; -   ; -   ;Commercial;Pickup;43;M;Urban; 1 235 
814;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;53;F;Urban; 1 307 
815;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;37;F;Urban; 1 113 
816;1; 793 ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;46;F;Urban; 1 354 
817;1; 708 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;57;F;Urban; 1 233 
818;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;37;M;Urban; 1 208 
819;2; 713 ; 583 ; -   ; -   ; -   ; -   ;Private;Sedan;47;F;Urban; 1 124 
820;2; 696 ; 770 ; -   ; -   ; -   ; -   ;Private;Sedan;55;F;Urban; 1 345 
821;2; 725 ; 675 ; -   ; -   ; -   ; -   ;Commercial;Sedan;50;M;Urban; 1 245 
822;2; 730 ; 717 ; -   ; -   ; -   ; -   ;Private;SUV;55;F;Rural; 1 116 
823;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;40;F;Urban; 1 303 
824;1; 665 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;47;F;Urban; 1 422 
825;2; 798 ; 687 ; -   ; -   ; -   ; -   ;Private;SUV;37;F;Urban; 1 078 
826;1; 642 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;34;M;Urban; 1 045 
827;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;44;M;Rural; 1 399 
828;3; 660 ; 675 ; 643 ; -   ; -   ; -   ;Commercial;Panel Truck;53;M;Urban; 1 002 
829;5; 762 ; 740 ; 626 ; 728 ; 673 ; -   ;Private;Sedan;37;M;Urban; 1 142 
830;3; 721 ; 787 ; 609 ; -   ; -   ; -   ;Private;Sedan;38;M;Urban; 1 195 
831;2; 696 ; 580 ; -   ; -   ; -   ; -   ;Private;SUV;53;F;Urban; 1 206 
832;1; 653 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;56;F;Urban; 1 449 
833;1; 668 ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;52;M;Urban; 1 480 
834;1; 708 ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;39;M;Urban; 1 301 
835;1; 747 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;58;F;Urban; 1 405 
836;2; 735 ; 769 ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;43;M;Urban; 1 026 
837;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;42;F;Urban; 1 173 
838;4; 659 ; 677 ; 733 ; 714 ; -   ; -   ;Private;Pickup;52;F;Rural; 1 363 
839;2; 647 ; 808 ; -   ; -   ; -   ; -   ;Private;SUV;45;F;Urban; 1 084 
840;1; 751 ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;41;M;Urban; 1 126 
841;2; 692 ; 834 ; -   ; -   ; -   ; -   ;Private;SUV;39;F;Urban; 1 369 
842;2; 713 ; 750 ; -   ; -   ; -   ; -   ;Commercial;Pickup;47;F;Rural; 1 190 
843;2; 727 ; 657 ; -   ; -   ; -   ; -   ;Private;Sedan;46;M;Urban; 1 187 
844;2; 736 ; 715 ; -   ; -   ; -   ; -   ;Private;SUV;34;F;Urban; 1 438 
845;1; 699 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;28;M;Urban; 1 187 
846;1; 840 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;37;M;Rural; 1 276 
847;1; 707 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;46;F;Urban; 1 300 
848;1; 662 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;30;M;Urban; 1 342 
849;3; 788 ; 735 ; 605 ; -   ; -   ; -   ;Private;SUV;49;F;Rural; 1 279 
850;3; 724 ; 681 ; 714 ; -   ; -   ; -   ;Private;SUV;46;F;Rural; 1 157 
851;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;41;M;Urban; 1 210 
852;4; 759 ; 682 ; 793 ; 685 ; -   ; -   ;Private;SUV;57;F;Urban; 1 373 
853;1; 748 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;40;F;Urban; 1 069 
854;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;36;F;Rural; 1 065 
855;3; 622 ; 699 ; 726 ; -   ; -   ; -   ;Private;SUV;47;F;Urban; 1 394 
856;2; 620 ; 690 ; -   ; -   ; -   ; -   ;Private;SUV;53;F;Urban; 1 042 
857;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;39;F;Urban; 1 452 
858;2; 661 ; 714 ; -   ; -   ; -   ; -   ;Commercial;Van;28;M;Rural; 1 389 
859;4; 700 ; 670 ; 675 ; 689 ; -   ; -   ;Commercial;Sedan;46;M;Rural; 1 287 
860;1; 751 ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;38;M;Urban; 1 112 
861;3; 723 ; 717 ; 794 ; -   ; -   ; -   ;Commercial;Pickup;53;M;Urban; 1 132 
862;1; 679 ; -   ; -   ; -   ; -   ; -   ;Commercial;Sports Car;48;F;Urban; 1 176 
863;1; 682 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;53;M;Urban; 1 493 
864;2; 803 ; 661 ; -   ; -   ; -   ; -   ;Commercial;SUV;48;F;Urban; 1 030 
865;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;39;F;Urban; 1 120 
866;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;44;F;Urban; 1 497 
867;2; 646 ; 657 ; -   ; -   ; -   ; -   ;Commercial;Pickup;38;F;Urban; 1 314 
868;1; 545 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;30;F;Urban; 1 492 
869;1; 737 ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;44;F;Urban; 1 266 
870;1; 728 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;44;M;Urban; 1 015 
871;1; 663 ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;37;M;Urban; 1 243 
872;3; 660 ; 711 ; 776 ; -   ; -   ; -   ;Private;SUV;24;F;Urban; 1 160 
873;1; 743 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;44;F;Urban; 1 426 
874;1; 697 ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;57;M;Urban; 1 010 
875;1; 700 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;52;F;Urban; 1 258 
876;1; 669 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;55;F;Urban; 1 240 
877;1; 682 ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;49;M;Urban; 1 109 
878;1; 684 ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;54;M;Urban; 1 071 
879;1; 729 ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;55;M;Urban; 1 144 
880;2; 788 ; 729 ; -   ; -   ; -   ; -   ;Commercial;Pickup;41;F;Urban; 1 320 
881;2; 751 ; 663 ; -   ; -   ; -   ; -   ;Private;Sedan;52;F;Urban; 1 373 
882;1; 699 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;51;F;Urban; 1 390 
883;4; 648 ; 702 ; 696 ; 621 ; -   ; -   ;Private;Sedan;51;F;Urban; 1 346 
884;4; 665 ; 752 ; 665 ; 652 ; -   ; -   ;Commercial;Panel Truck;57;M;Urban; 1 123 
885;4; 639 ; 684 ; 746 ; 659 ; -   ; -   ;Commercial;Sedan;48;M;Urban; 1 265 
886;4; 749 ; 683 ; 693 ; 689 ; -   ; -   ;Private;SUV;48;F;Urban; 1 452 
887;2; 782 ; 797 ; -   ; -   ; -   ; -   ;Private;Sedan;48;F;Urban; 1 117 
888;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;45;M;Urban; 1 108 
889;3; 621 ; 695 ; 593 ; -   ; -   ; -   ;Commercial;SUV;51;F;Urban; 1 009 
890;1; 703 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;53;M;Urban; 1 050 
891;1; 744 ; -   ; -   ; -   ; -   ; -   ;Private;Van;43;M;Urban; 1 066 
892;1; 675 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;F;Urban; 1 237 
893;2; 721 ; 810 ; -   ; -   ; -   ; -   ;Private;Van;54;M;Urban; 1 165 
894;1; 695 ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;31;F;Urban; 1 322 
895;3; 660 ; 788 ; 698 ; -   ; -   ; -   ;Commercial;Sports Car;47;F;Rural; 1 076 
896;4; 637 ; 759 ; 747 ; 663 ; -   ; -   ;Private;SUV;51;F;Rural; 1 356 
897;2; 758 ; 759 ; -   ; -   ; -   ; -   ;Private;Sedan;47;M;Urban; 1 165 
898;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;38;M;Rural; 1 027 
899;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;55;F;Urban; 1 387 
900;5; 619 ; 692 ; 747 ; 698 ; 644 ; -   ;Commercial;Pickup;47;M;Rural; 1 278 
901;1; 693 ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;45;M;Urban; 1 053 
902;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;52;F;Rural; 1 440 
903;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Van;48;F;Urban; 1 149 
904;2; 579 ; 740 ; -   ; -   ; -   ; -   ;Private;Sedan;50;M;Urban; 1 079 
905;3; 682 ; 749 ; 668 ; -   ; -   ; -   ;Private;SUV;41;F;Urban; 1 354 
906;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;47;F;Urban; 1 096 
907;1; 798 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;27;F;Rural; 1 140 
908;3; 705 ; 698 ; 644 ; -   ; -   ; -   ;Commercial;Panel Truck;42;M;Urban; 1 339 
909;1; 711 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;42;F;Urban; 1 048 
910;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;25;M;Rural; 1 316 
911;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;32;M;Urban; 1 220 
912;1; 672 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;34;F;Urban; 1 150 
913;2; 711 ; 663 ; -   ; -   ; -   ; -   ;Private;Sports Car;46;F;Urban; 1 093 
914;1; 678 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;36;F;Urban; 1 134 
915;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;44;F;Rural; 1 144 
916;2; 731 ; 717 ; -   ; -   ; -   ; -   ;Private;Van;49;M;Urban; 1 038 
917;2; 606 ; 732 ; -   ; -   ; -   ; -   ;Private;Pickup;41;F;Urban; 1 411 
918;2; 653 ; 778 ; -   ; -   ; -   ; -   ;Private;Sedan;46;F;Urban; 1 160 
919;1; 751 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;54;F;Urban; 1 168 
920;2; 730 ; 703 ; -   ; -   ; -   ; -   ;Private;Sedan;46;F;Urban; 1 368 
921;1; 706 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;46;F;Urban; 1 039 
922;1; 740 ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;40;M;Rural; 1 104 
923;2; 663 ; 684 ; -   ; -   ; -   ; -   ;Private;Sports Car;50;F;Urban; 1 247 
924;3; 633 ; 705 ; 703 ; -   ; -   ; -   ;Private;Sports Car;43;F;Urban; 1 149 
925;3; 633 ; 737 ; 731 ; -   ; -   ; -   ;Private;Sports Car;33;F;Urban; 1 376 
926;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;45;M;Urban; 1 307 
927;2; 772 ; 671 ; -   ; -   ; -   ; -   ;Private;Sedan;36;M;Rural; 1 349 
928;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;50;M;Urban; 1 097 
929;1; 635 ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;47;M;Urban; 1 281 
930;2; 732 ; 716 ; -   ; -   ; -   ; -   ;Private;Sedan;44;F;Urban; 1 160 
931;2; 707 ; 678 ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;46;M;Urban; 1 106 
932;3; 735 ; 622 ; 705 ; -   ; -   ; -   ;Commercial;SUV;35;F;Urban; 1 202 
933;3; 680 ; 727 ; 630 ; -   ; -   ; -   ;Private;Sedan;47;M;Urban; 1 245 
934;1; 697 ; -   ; -   ; -   ; -   ; -   ;Commercial;Sedan;59;M;Rural; 1 118 
935;2; 755 ; 710 ; -   ; -   ; -   ; -   ;Private;SUV;37;F;Urban; 1 129 
936;2; 735 ; 701 ; -   ; -   ; -   ; -   ;Private;SUV;41;F;Urban; 1 467 
937;2; 737 ; 733 ; -   ; -   ; -   ; -   ;Private;SUV;43;F;Urban; 1 007 
938;5; 736 ; 739 ; 677 ; 754 ; 649 ; -   ;Private;Sedan;30;M;Urban; 1 055 
939;1; 668 ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;46;F;Urban; 1 257 
940;2; 659 ; 649 ; -   ; -   ; -   ; -   ;Private;SUV;56;F;Urban; 1 304 
941;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;43;M;Urban; 1 445 
942;3; 616 ; 689 ; 675 ; -   ; -   ; -   ;Commercial;Van;50;F;Urban; 1 336 
943;2; 734 ; 613 ; -   ; -   ; -   ; -   ;Private;Sedan;40;M;Urban; 1 311 
944;1; 671 ; -   ; -   ; -   ; -   ; -   ;Private;Van;49;M;Urban; 1 085 
945;1; 774 ; -   ; -   ; -   ; -   ; -   ;Commercial;Van;40;F;Urban; 1 438 
946;2; 667 ; 736 ; -   ; -   ; -   ; -   ;Commercial;Van;51;M;Rural; 1 008 
947;3; 725 ; 709 ; 670 ; -   ; -   ; -   ;Commercial;SUV;40;F;Rural; 1 440 
948;1; 664 ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;38;F;Urban; 1 499 
949;1; 674 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;33;M;Urban; 1 339 
950;4; 704 ; 646 ; 707 ; 723 ; -   ; -   ;Commercial;Sedan;36;F;Urban; 1 063 
951;1; 742 ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;37;M;Urban; 1 115 
952;1; 696 ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;35;F;Urban; 1 456 
953;4; 740 ; 716 ; 751 ; 701 ; -   ; -   ;Commercial;SUV;26;F;Rural; 1 258 
954;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;42;F;Urban; 1 121 
955;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;35;F;Urban; 1 312 
956;1; 613 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;55;F;Urban; 1 253 
957;3; 703 ; 682 ; 716 ; -   ; -   ; -   ;Private;Sedan;48;M;Urban; 1 052 
958;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;49;F;Urban; 1 334 
959;2; 630 ; 695 ; -   ; -   ; -   ; -   ;Private;SUV;37;F;Urban; 1 464 
960;2; 759 ; 797 ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;48;M;Urban; 1 151 
961;3; 705 ; 754 ; 713 ; -   ; -   ; -   ;Commercial;Sedan;30;M;Rural; 1 498 
962;2; 660 ; 728 ; -   ; -   ; -   ; -   ;Private;SUV;55;F;Rural; 1 306 
963;3; 756 ; 665 ; 636 ; -   ; -   ; -   ;Private;Van;43;M;Urban; 1 401 
964;1; 656 ; -   ; -   ; -   ; -   ; -   ;Commercial;Pickup;62;M;Urban; 1 135 
965;4; 628 ; 706 ; 702 ; 720 ; -   ; -   ;Commercial;Pickup;42;M;Rural; 1 286 
966;2; 732 ; 779 ; -   ; -   ; -   ; -   ;Private;SUV;54;F;Rural; 1 166 
967;2; 664 ; 709 ; -   ; -   ; -   ; -   ;Private;Sedan;47;M;Urban; 1 268 
968;2; 686 ; 725 ; -   ; -   ; -   ; -   ;Commercial;Van;36;M;Urban; 1 315 
969;2; 723 ; 741 ; -   ; -   ; -   ; -   ;Commercial;Sedan;44;F;Urban; 1 008 
970;3; 708 ; 725 ; 648 ; -   ; -   ; -   ;Commercial;Pickup;39;M;Urban; 1 321 
971;2; 725 ; 607 ; -   ; -   ; -   ; -   ;Private;Sedan;48;M;Urban; 1 232 
972;3; 645 ; 677 ; 704 ; -   ; -   ; -   ;Private;Sedan;31;M;Urban; 1 234 
973;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;40;F;Urban; 1 147 
974;1; 646 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;40;M;Urban; 1 116 
975;2; 703 ; 747 ; -   ; -   ; -   ; -   ;Private;SUV;39;F;Rural; 1 404 
976;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;SUV;33;F;Urban; 1 006 
977;1; 788 ; -   ; -   ; -   ; -   ; -   ;Private;SUV;37;F;Urban; 1 366 
978;1; 724 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;51;M;Urban; 1 168 
979;3; 669 ; 737 ; 674 ; -   ; -   ; -   ;Private;Sedan;35;M;Urban; 1 480 
980;3; 604 ; 701 ; 668 ; -   ; -   ; -   ;Commercial;Sedan;54;F;Rural; 1 003 
981;1; 673 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;36;M;Rural; 1 139 
982;2; 697 ; 672 ; -   ; -   ; -   ; -   ;Private;SUV;48;F;Urban; 1 358 
983;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;53;F;Urban; 1 347 
984;2; 704 ; 820 ; -   ; -   ; -   ; -   ;Private;Sedan;38;M;Urban; 1 105 
985;3; 664 ; 708 ; 700 ; -   ; -   ; -   ;Commercial;Van;48;M;Rural; 1 447 
986;3; 698 ; 731 ; 712 ; -   ; -   ; -   ;Private;Sedan;41;M;Urban; 1 095 
987;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Pickup;44;M;Urban; 1 186 
988;1; 690 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;48;M;Urban; 1 258 
989;3; 756 ; 711 ; 642 ; -   ; -   ; -   ;Private;SUV;38;F;Urban; 1 489 
990;2; 764 ; 701 ; -   ; -   ; -   ; -   ;Private;SUV;32;F;Urban; 1 453 
991;0; -   ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;45;F;Urban; 1 116 
992;1; 709 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;25;M;Rural; 1 232 
993;1; 736 ; -   ; -   ; -   ; -   ; -   ;Commercial;SUV;48;F;Urban; 1 293 
994;4; 729 ; 780 ; 699 ; 686 ; -   ; -   ;Private;Sports Car;30;F;Rural; 1 379 
995;1; 666 ; -   ; -   ; -   ; -   ; -   ;Commercial;Panel Truck;46;M;Urban; 1 016 
996;2; 632 ; 617 ; -   ; -   ; -   ; -   ;Private;Sedan;36;M;Urban; 1 040 
997;0; -   ; -   ; -   ; -   ; -   ; -   ;Private;Sports Car;45;F;Urban; 1 229 
998;2; 717 ; 664 ; -   ; -   ; -   ; -   ;Private;Sports Car;41;F;Rural; 1 332 
999;4; 731 ; 682 ; 734 ; 667 ; -   ; -   ;Commercial;Panel Truck;43;M;Urban; 1 206 
1000;1; 621 ; -   ; -   ; -   ; -   ; -   ;Private;Sedan;28;M;Rural; 1 339 
1001;2; 665 ; 754 ; -   ; -   ; -   ; -   ;Commercial;SUV;44;F;Rural; 1 398 
1002;3; 663 ; 721 ; 644 ; -   ; -   ; -   ;Private;SUV;34;F;Urban; 1 123 
